policy_training_condition,policy_training_seed,evaluation_seed,damage_leg,damage_alpha,episode_return,episode_length,terminated_before_time_limit,forward_distance,mean_forward_speed,mean_abs_raw_command_actuator_0,mean_abs_raw_command_actuator_1,mean_abs_raw_command_actuator_2,mean_abs_raw_command_actuator_3,mean_abs_raw_command_actuator_4,mean_abs_raw_command_actuator_5,mean_abs_raw_command_actuator_6,mean_abs_raw_command_actuator_7,mean_abs_applied_command_actuator_0,mean_abs_applied_command_actuator_1,mean_abs_applied_command_actuator_2,mean_abs_applied_command_actuator_3,mean_abs_applied_command_actuator_4,mean_abs_applied_command_actuator_5,mean_abs_applied_command_actuator_6,mean_abs_applied_command_actuator_7
robust,1,108,back_right,0.0,-2.3305757618059433,24,True,-0.12150911080014645,-0.10125759233345537,0.3598800531278054,0.41170975286513567,0.35428780658791464,0.57766001795729,0.48822322813794017,0.4950724517305692,0.44160195455575985,0.4874089416116476,0.0,0.0,0.35428780658791464,0.57766001795729,0.48822322813794017,0.4950724517305692,0.44160195455575985,0.4874089416116476
robust,1,109,back_right,0.0,6.705122033312794,13,True,0.3869885641772832,0.5953670218112049,0.4425999212723512,0.40527622487682563,0.5008574346653544,0.378213820549158,0.5686359672019115,0.565558414046581,0.4811893119834937,0.4500561465437596,0.0,0.0,0.5008574346653544,0.378213820549158,0.5686359672019115,0.565558414046581,0.4811893119834937,0.4500561465437596
robust,2,100,healthy,1.0,43.32376187447631,165,True,1.6915137213219826,0.20503196622084638,0.3689425785207387,0.38590763576582754,0.41661877526026786,0.3849531018824288,0.44935990443283863,0.3168127668626381,0.39783917900287746,0.39676341350105676,0.3689425785207387,0.38590763576582754,0.41661877526026786,0.3849531018824288,0.44935990443283863,0.3168127668626381,0.39783917900287746,0.39676341350105676
robust,2,101,healthy,1.0,16.896624706634316,52,True,1.0988412181079257,0.42263123773381756,0.3380795977293299,0.3982031790073961,0.48863225516218406,0.3664260244426819,0.5282805650853194,0.4232849557525836,0.3975196023686574,0.47403898562949437,0.3380795977293299,0.3982031790073961,0.48863225516218406,0.3664260244426819,0.5282805650853194,0.4232849557525836,0.3975196023686574,0.47403898562949437
robust,2,102,healthy,1.0,6.23598788817752,10,True,0.3276242606068346,0.6552485212136692,0.36466236375272276,0.20200269427150488,0.54947595782578,0.2797760248184204,0.568133133277297,0.36249980032444,0.45426851622760295,0.26163132674992085,0.36466236375272276,0.20200269427150488,0.54947595782578,0.2797760248184204,0.568133133277297,0.36249980032444,0.45426851622760295,0.26163132674992085
robust,2,103,healthy,1.0,18.86082006423579,32,True,1.0209305514263487,0.6380815946414679,0.2251797585049644,0.35768296231981367,0.5290254435967654,0.468529820907861,0.5099899716442451,0.35836268146522343,0.31027869530953467,0.4354873920674436,0.2251797585049644,0.35768296231981367,0.5290254435967654,0.468529820907861,0.5099899716442451,0.35836268146522343,0.31027869530953467,0.4354873920674436
robust,2,104,healthy,1.0,85.82862188830501,102,True,4.091760230200511,0.8023059274902962,0.3331713041692388,0.3655909930410631,0.46430875547230244,0.36498557820039634,0.49586475399487157,0.38528027188252,0.37812771911130233,0.418084490681341,0.3331713041692388,0.3655909930410631,0.46430875547230244,0.36498557820039634,0.49586475399487157,0.38528027188252,0.37812771911130233,0.418084490681341
robust,2,105,healthy,1.0,43.467895407703224,44,True,2.2081534320712275,1.0037061054869214,0.3658154151317748,0.34515242980771954,0.471528566188433,0.33316242322325706,0.48764434160495346,0.4377415251325477,0.4261952770704573,0.3962885416906581,0.3658154151317748,0.34515242980771954,0.471528566188433,0.33316242322325706,0.48764434160495346,0.4377415251325477,0.4261952770704573,0.3962885416906581
robust,2,106,healthy,1.0,25.129076925657127,42,True,1.0925854699076787,0.5202787951941327,0.3410127228569417,0.38964753071334035,0.41528026741885005,0.3352732346171424,0.43349017531034495,0.2756514247684252,0.38327124776939553,0.4429799555523676,0.3410127228569417,0.38964753071334035,0.41528026741885005,0.3352732346171424,0.43349017531034495,0.2756514247684252,0.38327124776939553,0.4429799555523676
robust,2,107,healthy,1.0,45.93001966255308,40,True,2.470073172482574,1.235036586241287,0.40891912784427403,0.3934707317268476,0.4072389602661133,0.3938927434384823,0.5523385543376207,0.3484466364607215,0.4128453344106674,0.432248892635107,0.40891912784427403,0.3934707317268476,0.4072389602661133,0.3938927434384823,0.5523385543376207,0.3484466364607215,0.4128453344106674,0.432248892635107
robust,2,108,healthy,1.0,211.2045600643482,1000,False,1.6468370441936124,0.032936740883872245,0.3536708332374692,0.35519835055922155,0.420523310508579,0.39594728806242346,0.4174460220001638,0.2974567650333047,0.3491782814748585,0.33072634917893445,0.3536708332374692,0.35519835055922155,0.420523310508579,0.39594728806242346,0.4174460220001638,0.2974567650333047,0.3491782814748585,0.33072634917893445
robust,2,109,healthy,1.0,31.10743407854347,115,True,1.252053479729196,0.2177484312572515,0.3989371055818122,0.3731874798444788,0.4154033740901429,0.38736920311399126,0.44801226766861,0.3664288324506386,0.36969542629692864,0.4002097743988523,0.3989371055818122,0.3731874798444788,0.4154033740901429,0.38736920311399126,0.44801226766861,0.3664288324506386,0.36969542629692864,0.4002097743988523
robust,2,100,front_left,0.5,399.25535676810136,1000,False,1.5968436090309417,0.03193687218061883,0.34651359006389976,0.33986137809837236,0.416363986775279,0.38647320644930006,0.38617817698046564,0.3081293626576662,0.3682796996682882,0.3438674188782461,0.34651359006389976,0.33986137809837236,0.2081819933876395,0.19323660322465003,0.38617817698046564,0.3081293626576662,0.3682796996682882,0.3438674188782461
robust,2,101,front_left,0.5,72.93862058767294,100,True,2.9889707636619343,0.5977941527323869,0.3819064218364656,0.3532682228065096,0.4111166437342763,0.3407661001011729,0.5100799889490009,0.4501079061627388,0.45205427292734385,0.3862376385740936,0.3819064218364656,0.3532682228065096,0.20555832186713816,0.17038305005058646,0.5100799889490009,0.4501079061627388,0.45205427292734385,0.3862376385740936
robust,2,102,front_left,0.5,259.19009268753166,337,True,8.489299287233205,0.5038159814381724,0.36167120830727967,0.35356983715579887,0.456520198128609,0.37135660155325334,0.4524196315258299,0.37037935371038117,0.40315893167513767,0.3470443119488391,0.36167120830727967,0.35356983715579887,0.2282600990643045,0.18567830077662667,0.4524196315258299,0.37037935371038117,0.40315893167513767,0.3470443119488391
